ANALYST,ESTIMID,COUNT_RECOM,COUNT_TP
BAKER S,REDBURN,9,13
BAKER S,SOGENED,9,49
BAKER/MILASK,RAYMOND,1,0
BAKER/RANSOM,RAYMOND,1,1
BAKHRU G,MERRILL,1,1
BAKHTIN K,KITFIN,1,2
BAKHTIN K,SINARA,5,5
BAKSHT D,MCDONALD,4,3
BAKSHT D,PACCREST,2,6
BALAKHNIN A,GOLDMAN,27,95
BALARAMAN S,HALLUM,6,77
BALASUBRAMANIAM V,CFRANOWM,0,1
BALASUBRAMANIAN S,MACQUARI,0,2
BALDELLI M,EXANE,1,1
BALDINI E,GOLDMAN,2,2
BALDONI A,LAWRENCE,0,2
BALDRY R,CANACCOR,20,58
BALDRY R,CRUTTEN,71,265
BALDRY R,SIGNALHI,15,0
BALDRY R,VIRGINIA,0,1
BALDRY R,WNDRLICH,21,50
BALDWIN W,BALDWINA,0,38
BALICKA J,KEEFE,68,316
BALIOTTI J,JANNEY,16,107
BALIOTTI J,MIDEST,4,83
BALL B,EVERCO,45,124
BALL B,LADENBUR,14,18
BALL D,REDBURN,4,6
BALLAN J,BEAR,7,2
BALLAN J,JPMORGAN,13,7
BALLAN J,LAZARD,46,47
BALONEK A,LADENBUR,12,9
BALSAMO R,FRIEDMAN,37,57
BALSKY H,MERRILL,81,343
BALTER G,FBOSTON,131,521
BAMMAN C,ASCENDIA,14,11
BAMMAN C,CAPSTONE,16,16
BAMMAN C,MLGA,11,19
BAMMAN C,SIDOTI,17,27
BANCROFT T,GABELLCO,7,0
BANDEL J,EVERCO,3,45
BANDEL J,LAWRENCE,3,42
BANDROWSKI M,BEACONS,1,0
BANDY M,BURNS,45,155
BANDY M,GKM,3,3
BANDY/ROBSON,BURNS,20,39
BANERJEE N,GOLDMAN,5,27
BANIA K,BURNS,77,405
BANIA K,CFRANOWM,0,1
BANIA K,GKM,11,15
BANIA K,MERRILL,7,27
BANK D,RBCDOMIN,24,408
BANK J,SIDOTI,31,47
BANK P,OLMSTEAD,22,53
BANK P,PACGROW,13,1
BANNISTER B,STIFEL,21,92
BANNISTER L,EDJONES,2,0
BANNON M,JPMORGAN,1,0
BANSAL M,CFRANOWM,0,4
BANSAL M,WHEAT,32,113
BANSAL P,IIIR,11,13
BANSAL S,MERRILL,1,3
BANTAM G,SBGSEC,1,0
BANZIGER C,BANKVONT,1,0
BAO M,BOCI,8,9
BAO M,CICC,1,12
BAO M,ICBCINT,20,28
BAO M,MERRILL,0,1
BAPTISTA P,JEFFEREG,9,9
BAPTISTA P,NAUSEC,17,18
BAPTY B,GOEPEL,2,2
BARAK A,SANDLER,29,313
BARAL R,CANACCOR,51,155
BARAL R,CROSSRE,0,1
BARAMOV N,JOLSON,0,1
BARAMOV N,WHEAT,32,154
BARANOWSKY O,BURNS,2,2
BARANSKY D,FOXPITT,1,2
BARBER J,KEEFE,18,110
BARBER J,STIFEL,15,33
BARBERA M,NATLSEC,1,7
"BARBERA, PH.D M",NATLSEC,2,0
BARBERO S,JEFFEREG,0,2
BARBOSA L,SANINVLC,12,10
BARBOSA/BARBO,SANINVLC,1,0
BARBOSA/BARBOSA,SANINVLC,0,1
BARBOSA/ESTEV,SANINVLC,2,0
BARBOSA/ESTEVES,SANINVLC,0,17
BARCELLOS R,SANINVLC,3,6
BARCELLOS/BIS,SANINVLC,7,0
BARCELLOS/BISCUOLA,SANINVLC,0,22
BARCELO D,MONTSEC,0,3
BARCOMB S,BTIG,4,17
BARCUS M,CHARDAN,6,28
"BARCUS, PHD M",CHARDAN,6,0
BARDEN D,MERRILL,96,370
BARDEN D,MONTSEC,1,29
BARDO S,BEREN,3,19
BARDOWSKI J,AXICAP,1,0
BARDOWSKI J,GLJRES,2,7
BARDOWSKI J,SIDOTI,5,10
BARETTO D,CANACCOR,70,125
BARETTO D,MERRILL,0,1
BARGER S,MCDONALD,154,466
BARI T,GOLDMAN,54,352
BARI T,JEFFEREG,17,82
BARIBEAU J,CANACCOR,11,37
BARISH A,JEFFEREG,72,716
BARISH A,MERRILL,0,1
BARISH A,MONTSEC,1,7
BARKER C,RBCDOMIN,2,0
BARKER K,CFRANOWM,0,2
BARKER K,PIPER,108,823
BARKER K,POINT,44,214
BARKSTROM A,STERNE,63,100
BARLETT M,CRAIG,4,0
BARLOW F,KEEFE,11,41
BARMA D,MERRILL,2,11
BARNARD A,SANDLER,8,31
BARNES C,CONSUMER,12,59
BARNES C,LAWRENCE,3,13
BARNES C,MERRILL,1,0
BARNES G,BURNS,0,1
BARNES G,CFRANOWM,0,1
BARNES G,TDSI,157,472
BARNES J,CANACCOR,0,0
BARNES J,RBCDOMIN,88,563
BARNES J,SCOTT,35,112
BARNES S,EDJONES,1,0
BARNETT M,MRNGSTAR,86,7
BARNETT T,HARPOYAA,1,1
BARNFATHER A,JEFFEREG,1,0
BARNICLE B,MCDONALD,19,17
BARNICLE B,PACCREST,89,262
BARNIDGE J,FBOSTON,0,2
BARNIDGE J,PIPER,49,412
BARNIDGE J,SANDLER,36,355
BARNIDGE/NEWSOME,PIPER,0,1
BARONE R,MAXIM,19,44
BARRAZA M,MONALLC,10,26
BARRETO A,ITAU,18,19
BARRETT C,PACCREST,1,1
BARRETT D,FRIEDMAN,0,1
BARRETT D,SIDOTI,11,12
BARRETT F,MERRILL,1,2
BARRETT H,ARETE,7,10
BARRETT J,CLKA,116,185
BARRETT M,PICKERIN,6,0
BARRIA J,MERRILL,15,30
BARRIER P,SOGENED,1,29
BARROS R,LAWRENCE,16,52
BARRY P,BEAR,4,1
BARRY R,BUCK,16,115
BARRY R,GOLDMAN,1,18
BARRY R,SUSQUEH,34,456
BARRY S,FBOSTON,27,91
BARTELLONI J,WHENTRAD,4,0
BARTLETT J,FBOSTON,0,1
BARTLETT J,ROBINSON,56,603
BARTLETT M,CRAIG,75,201
BARTLEY C,PACCREST,43,108
BARTOLAI P,FBOSTON,15,5
BARTUS D,MERRILL,17,59
BARUA C,BERN,7,21
BARUAH A,AEGISCAP,4,4
BARUAH A,ALLARIA,0,1
BARUAH A,BREAN,56,306
BARUAH A,CASAVX,0,1
BARUAH A,LOOPCAMA,52,325
BARUAH A,MONTSEC,2,45
BASANTA R,CRTCAP,0,33
BASANTA R,SUSQUEH,2,7
BASCHUK G,GOEPEL,1,0
BASHAM M,POORSTAN,3,2
BASHAM S,CFRANOWM,0,3
BASHAM S,FBOSTON,1,5
BASHAM S,OLMSTEAD,102,797
BASHAN G,IBI,6,3
BASS E,JPMORGAN,1,4
BASS J,BEREN,0,6
BASSAT C,PORTZAMP,1,0
BASSETT P,CANTORFZ,20,55
BASSETT P,MAXIM,5,5
BASTIEN F,GOEPEL,23,84
BASTIEN F,RAYMOND,18,44
BASU B,MERRILL,2,17
BATES J,CANACCOR,0,1
BATES M,DAVIDSON,9,114
BATES M,WNDRLICH,6,27
BATORY T,CFRANOWM,0,1
BATORY T,FAHN,36,97
BATORY T,JANNEY,45,402
BATROVIC D,CANACCOR,14,26
BATROVIC D,DEACON,8,15
BAUCH A,FBOSTON,0,1
BAUCH A,SMBCNSAM,25,88
BAUCH A,WHEAT,16,35
BAUDENDISTEL M,STIFEL,75,443
BAUDRY A,CAPELEUR,6,5
BAUER S,BHFBANK,1,2
BAUER S,METZLER,1,5
BAUER T,KANSAS,43,83
BAUER T,WEALTHMO,0,76
BAUERNFRIED P,BVBANK,3,0
BAUGH J,CHRENUSA,0,1
BAUGH J,STIFEL,113,623
BAULT T,BERN,15,141
BAULT T,JOLSON,0,1
BAUMANN P,JPMORGAN,8,118
BAUMGARTEN A,FBOSTON,20,93
BAUMGARTEN A,MACQUARI,22,168
BAUMGARTNER J,CFRANOWM,0,1
BAUMGARTNER J,MIZUSEC,2,77
BAUMGARTNER J,WHEAT,68,216
"BAUMGARTNER, J",MIZUSEC,16,0
BAUR S,NOBE,1,9
BAUSER K,LAKES,10,18
BAUSER K,SUMMCAP,26,167
"BAUSER, PH.D. K",SUMMCAP,8,0
BAUTZ D,CFRANOWM,0,1
BAUTZ D,ZACKSINV,5,133
BAXI M,FGS,7,0
BAXTER J,PIPER,0,9
BAXTER M,MERRILL,5,34
BAXTER R,ARDOUR,21,37
BAXTER S,WHEAT,26,153
BAXTER S,WOLFE,21,96
BAXTER/BERENS,WHEAT,1,0
BAXTER/BERENSHTEYN,WHEAT,0,8
BAYDOUN N,INDALSEC,4,18
BAYER D,CANTORFZ,10,19
BAYER D,NORTHLAN,3,4
BAYKO L,EVERCO,35,125
BAYKO L,JOLSON,142,423
BAYKO L,POORSTAN,0,1
BAYONE K,ARGUS,10,0
BAZHENOVA E,JPMORGAN,0,1
BAZINET J,CFRANOWM,0,1
BAZINET J,FRCLAYSC,0,1
BEACH J,STIFEL,17,184
BEALE A,ARETE,68,162
BEALE A,CRUTTEN,0,1
BEAN C,MCLEOD,9,67
BEAN C,PICKERIN,26,252
BEAN/ENDSLEY,PICKERIN,0,1
BEARD D,COKERPAL,0,535
BEARD D,CORREDOR,0,1
BEARD D,IBERIA,50,183
BEARDSLEY E,FRCLAYSC,0,2
BEARDSLEY E,GOLDMAN,7,140
"BEARDSLEY, CF E",GOLDMAN,38,0
BEATTY A,MERRILL,17,193
BEATTY J,CFRANOWM,0,1
BEAUBOIS J,BEREN,1,2
BEAULIEU J,MRNGSTAR,39,7
BEAUMONT E,FRCLAYSC,95,500
BEAUMONT J,UKMATRIX,0,2
BECK J,MCDONALD,81,472
BECK J,PACCREST,41,66
BECK J,RAYMOND,6,10
BECKEL D,BEREN,13,43
BECKEL D,BERN,14,121
BECKER C,FBOSTON,10,29
BECKER D,BLAIR,3,0
BECKER D,MERRILL,50,603
BECKER D,MONTSEC,5,118
BECKER D,NORTHLAN,8,39
BECKER D,SCOAST,16,40
BECKER D,THEBENCH,19,27
BECKER D,WMJM,32,39
BECKER D,WSTREET,0,2
BECKER H,DAHLROSE,67,108
BECKER H,GOLDMAN,0,1
BECKER H,JESUPLAM,37,83
BECKER M,BERN,1,2
BECKER M,CAPELEUR,1,2
BECKER R,ARGUS,20,0
BECKER T,COMMERBK,5,9
BECKS M,JPMORGAN,3,12
BECKS M,LONGBOW,1,2
BEDDIS D,GRIFFMCB,1,1
BEDDIS D,SPROTTSE,1,0
BEDELL B,BBVALTAM,0,1
BEDELL B,CANACCOR,0,1
BEDELL B,GKM,0,1
BEDELL B,ISIGROUP,34,694
BEDELL B,JOLSON,0,1
BEDELL B,LAWRENCE,109,3040
BEDELL B,MERRILL,17,84
BEDELL CLI L,BERN,1,0
BEDELL CLIVE L,BERN,2,0
BEDER E,BREAN,96,353
BEDER E,FRIEDMAN,35,24
BEDER E,SMACCRES,14,45
BEDER E,WNDRLICH,39,109
BEDFORD J,RAYMOND,136,739
BEDNAR J,CFRANOWM,0,4
BEDNAR J,JOLSON,0,1
BEDNAR J,PIPER,32,223
BEDOUELLE C,EXANE,1,5
BEDOUELLE C,MERRILL,0,1
BEDRIJ C,GRIFFIN,18,16
BEDRIJ/MARKEY,GRIFFIN,6,7
BEEBY M,GHUNTER,52,108
BEEBY M,GOLDMAN,0,1
BEEBY M,WILLFIN,16,91
BEGAS S,DGBANK,2,11
BEGLEITER D,FBOSTON,0,1
BEGLEITER D,LAWRENCE,132,1718
BEHANNA H,JOLSON,3,3
BEHANNA H,OLMSTEAD,27,83
"BEHANNA, PH.D H",OLMSTEAD,3,0
BEHERA S,CRISPIDE,52,142
BEHERA S,MERRILL,0,1
BEHERA S,OLMSTEAD,0,1
BEHNCKE E,LAWRENCE,2,0
BEITH T,REDBURN,0,4
BEJARANO J,NOBE,5,5
BEK R,WOODGUND,17,45
BEKKER G,MERRILL,18,26
BELANGER S,CFRANOWM,0,1
BELANGER S,NEEDHAM,59,286
BELANGER S,OLMSTEAD,0,1
BELAUNDE D,FRCLAYSC,6,24
BELAUNDE D,MORGAN,0,2
BELGE A,CAPELEUR,5,31
BELGE A,EXANE,0,5
BELIOV N,GOLDMAN,2,3
BELIOV N,MERRILL,27,188
BELIOV N,PIPER,0,2
BELL C,WMJM,18,20
BELL J,MERRILL,9,89
BELL J,MERRINTL,1,0
BELL J,RBCDOMIN,6,15
BELL P,CANACCOR,1,3
BELL P,CFRANOWM,8,8
BELL R,CONSUMER,8,230
BELL R,HANNAM,0,2
BELL/YUSCHAK,WMJM,1,2
BELLAMY E,WNDRLICH,70,111
BELLESSA J,DAVIDSON,73,318
BELLICHA MELL J,MERRILL,10,0
BELLICHA MELLER J,MERRILL,0,15
BELLINGER D,CRUTTEN,0,25
BELLINGER D,MKMPARTN,12,33
"BELLINGER, CP D",CRUTTEN,15,0
"BELLINGER, CP D",MKMPARTN,1,0
BELLINI H,GOLDMAN,119,844
BELLINI H,ISIGROUP,14,76
BELLINSKI R,MRNGSTAR,70,0
BELLISARIO M,CFRANOWM,0,1
BELLURKAR A,MERRILL,1,6
BELOV K,NIKOIL,4,9
BELTON J,EVERCO,17,40
BEN NAAMANE F,ODDO,8,15
BEN NAAMANE F,OLMSTEAD,0,1
BEN SALEM A,ODDO,1,0
BEN ZEEV Y,CLALFINA,2,7
BENATAR J,SIDOTI,1,1
BENAVENTE A. C,MCLEOD,4,0
BENAVENTE A. C,SANINVLC,1,0
BENAVENTE A./NAVAR,SANINVLC,0,1
BENAVENTE C,MCLEOD,5,0
BENCIK J,KAUFBRO,27,72
BENDA J,NATLSEC,25,44
BENDER J,FBOSTON,0,1
BENDER J,JOLSON,21,68
BENDER J,MACQUARI,11,45
BENDER N,WNDRLICH,10,28
BENDER S,CLEVELAN,34,14
BENDIT C,CFRANOWM,0,1
BENDIT C,REDBURN,6,21
BENDIXEN M,CRAIG,2,9
BENDRISS/DAHL,PARETO,7,0
BENDRISS/DAHLE,PARETO,0,5
BENEDETTI A,BJM,3,0
BENEDETTO L,HOWARD,0,2
BENEDICT P,CFRANOWM,0,1
BENEDICT P,MERRILL,0,1
BENEDICT P,WHEAT,1,0
BENGUIGUI T,FRCLAYSC,31,333
BENJAMIN A,GOLDMAN,119,457
BENJAMIN A,JEFFEREG,49,244
BENJAMIN B,FGS,24,0
BENJAMIN R,BURRILL,6,5
BENJAMIN R,HCWAIN,22,44
BENJAMIN R,JOLSON,29,110
BENJAMIN R,MABON,39,111
BENJAMIN R,RAYMOND,63,97
BENJAMIN R,ROSSEC,0,1
BENJAMIN S,ROBINSON,18,204
"BENJAMIN, PHD R",JOLSON,11,0
BENN T,MERRILL,3,13
BENNER D,ALTACORP,1,1
BENNETT A,MERRILL,1,7
BENNETT C,CRAIG,105,445
BENNETT C,NORTHLAN,35,114
BENNETT I,MERRILL,4,11
BENNETT K,CRTCAP,10,24
BENNETT K,STERNE,10,40
BENNETT O,JEFFEREG,44,154
BENNETT O,NOMURAUS,7,40
BENNETT R,ZELMAN,15,0
"BENNETT, ACA, O",JEFFEREG,2,0
BENNETT/TOMKI,JEFFEREG,2,0
BENNETT/VENCI,STERNE,1,0
BENNETT/VENCIL,STERNE,0,2
BENNISSE A,SIDOTI,4,14
BENSON S,GOLDMAN,2,0
BENTLEY C,JEFFEREG,3,0
BENWAY S,POORSTAN,58,81
BENYIK S,FBOSTON,41,108
BENYIK S,JEFFEREG,19,82
BENZEEV Y,CLALFINA,3,0
BERASNEVA M,MORGAN,1,0
BERENBAUM D,AURIGA,29,92
BERENBAUM D,CARISCO,1,21
BERENBAUM D,MKMPARTN,20,82
BERENS A,CFRANOWM,0,1
BERENS A,FRIEDMAN,11,18
BERENS A,LEERINK,64,305
BERENS A,MERRILL,20,21
BERENS A,MORGAN,36,87
BERENSHTEYN S,SIDOTI,13,18
BERENSHTEYN S,WHEAT,14,46
BEREZIN I,ENERGO,1,1
BEREZNICKI J,CANACCOR,0,2
BEREZNICKI J,KEARNS,2,1
BERG E,FRCLAYSC,48,169
BERG E,LEHMAN,3,33
BERG E,RBCDOMIN,34,331
BERG J,PIPER,0,29
BERG M,ARCTIC,1,0
BERG M,WHEAT,3,22
BERG R,BEREN,2,17
BERG S,FELTL,33,74
BERG S,HALLUM,4,4
BERG S,NEEDHAM,93,395
BERG S,NORTHLAN,37,110
BERG S,RBCDOMIN,0,1
BERGAN R,CRAIG,4,17
BERGER C,FRIEDMAN,45,471
BERGER R,CAPELEUR,1,4
BERGERE A,MERRILL,3,22
BERGLAND A,RSPLATOU,79,294
BERGLUND A,MERRILL,7,31
BERGLUND E,DANBORS,2,2
BERGMAN B,MRNGSTAR,10,10
BERGMAN D,CFRANOWM,0,1
BERGMAN D,DAVIDSON,0,1
BERGMAN D,FRIEDMAN,0,1
BERGMAN D,JEFFEREG,4,56
BERGNER J,GABELLCO,60,1
BERGSTROM D,RBCDOMIN,9,144
BERGTHEIL J,JPMORGAN,1,0
BERIA M,SOGENED,2,4
BERISTAIN J,LAWRENCE,156,586
BERISTAIN J,SUSQUEH,0,1
BERKELDER T,FORTNED,3,1
BERLE O,DNC,12,68
BERLIN L,FIRSANAL,55,300
BERLIN/POPE,FIRSANAL,3,1
BERLIN/SMITH,FIRSANAL,2,0
BERMAN B,MERRILL,9,81
BERMAN S,CANACCOR,48,392
BERMAN S,CONAEURO,0,1
BERMAN S,PRITCHAR,96,254
BERNALDEZ I,EFHUTTON,1,10
BERNARDES JUN M,BANCOINV,2,0
BERNARDES JUNIOR M,BANCOINV,0,6
BERNARDEZ O,CROSSRE,24,84
BERNARDEZ/FOX,CROSSRE,3,19
BERNARDINO V,CFRANOWM,0,1
BERNARDINO V,DAWSON,12,15
BERNARDINO V,FRIEDMAN,28,56
BERNARDINO V,GHUNTER,24,32
BERNARDINO V,HCWAIN,60,170
BERNARDINO V,MABON,1,9
BERNARDINO V,MCNICOLL,19,45
BERNARDINO V,PATRICK,6,7
BERNING B,CRAIG,33,131
BERNOFSKY E,DESJARD,4,1
BERNSTEIN D,SCOAST,36,213
BERNSTEIN D,STIFEL,14,43
BERNSTEIN E,FRIEDMAN,3,36
BERNSTEIN E,MONTSEC,0,1
BERNSTEIN J,CFRANOWM,0,1
BERNSTEIN J,FRCLAYSC,69,1412
BERNSTEIN J,LEHMAN,1,41
BERNSTEIN J,ODEON,10,10
"BERNSTEIN, CF D",SCOAST,19,0
BERNSTEIN/MAI,STIFEL,5,0
BERNSTEIN/MAINS,STIFEL,0,55
BERSEY S,BURKE,4,5
BERSEY S,CAPELEUR,36,58
BERSEY S,CFRANOWM,0,1
BERSEY S,CLKA,19,21
BERSEY S,DAIWAUS,20,71
BERSEY S,MITUSA,33,199
BERTHON/SUMAR,EXANE,1,3
BERTRAND E,FRCLAYSC,2,42
BERTUZZO G,INTMONTE,1,1
BERZI C,CICEGYPT,1,2
BESKOW M,NORTHLAN,16,30
BESPALOV V,VTBCAP,45,43
BESS J,CRUTTEN,1,7
BESS/SHEN,CRUTTEN,2,29
BESSON T,CHEVREUX,1,2
BESSON T,JBEF,3,27
BESSON T,MERRILL,25,153
BETESH R,JPMORGAN,0,15
BETHEL C,DESJARD,2,0
BETTINGER M,STANFIN,6,15
BETTINGER M,WASSRMAN,2,6
BETTIOL L,ATLANEQU,12,44
BETTS B,GABELLCO,15,0
BETTS M,JEFFEREG,18,79
BETTS M,JPMORGAN,10,59
BETTS S,ARGUS,7,0
BETZ P,SCOTT,0,2
BEUCHAW S,MORGAN,49,330
BEUCHAW S,WOLFE,39,235
BEURY S,BOENNING,37,76
BEVEC S,LAWRENCE,9,28
BEVERIDGE N,BERN,31,195
BEVERIDGE N,FRIEDMAN,0,1
BEYNON C,MACQUARI,129,1469
BHAGAVATH V,LAWRENCE,36,268
BHALLA N,FRIEDMAN,18,134
BHANDARI A,NOMURAEU,1,8
BHANDARI A,NOMURAFH,2,12
BHANDARI N,GOLDMAN,7,30
BHANGARE R,BLAIR,1,0
BHANGUI D,BYRON,4,5
BHANGUI D,FRASERMC,1,1
BHANGUI D,HAYWOOD,4,9
BHANGUI D,JENNCAP,3,4
BHARGAVA P,BURNS,1,9
BHARGAVA P,GKM,0,1
BHARWANI A,JPMORGAN,0,1
BHASIN R,LAWRENCE,2,0
BHASIN R,MERRILL,4,0
BHATIA A,BLAIR,19,0
BHATIA A,CRTCAP,17,15
BHATIA A,MERRILL,4,14
BHATIA A,STERNE,71,170
BHATIA G,LAWRENCE,1,3
BHATIA M,FBOSTON,0,1
BHATIA M,MERRILL,51,299
BHATIA R,SCOAST,9,88
BHATIA/STRAUS,STERNE,1,0
BHATIA/STRAUSER,STERNE,0,1
BHATIA/SURI,BLAIR,1,0
BHATNAGAR T,CAPELEUR,1,7
BHATT D,IIIR,3,3
BHATTACHARYA R,CFRANOWM,0,1
BHATTACHARYA R,MERRILL,29,264
BHATTI D,AROS,11,16
BHATTI I,ATLANEQU,12,60
BHATTI I,AURIGA,0,1
BHONSLE S,BTIG,13,18
BHONSLE S,CFRANOWM,0,1
BHOSALE A,LAWRENCE,2,6
BHULLAR J,JPMORGAN,87,863
BHULLAR J,TELSEY,0,1
BIAGINI S,ARPART,6,17
BIBB C,CJSSECUR,21,81
BIBB J,ROBINSON,5,10
BIDERMAN R,BRADESCO,10,13
BIEBER P,FBOSTON,10,66
BIEBER P,JPMORGAN,0,1
BIEBER P,MERRILL,19,85
BIEGELSEN L,MERRILL,0,1
BIEGELSEN L,WHEAT,194,693
BIEGLER M,FAHN,27,80
BIELICKI A,SIMMONS,2,0
BIELSKI W,VTBCAP,15,28
BIENENSTOCK R,BERN,22,80
BIENKOWSKI R,CANTORFZ,6,11
BIENKOWSKI R,LEERINK,3,11
BIENSTOCK P,NATLSEC,1,1
BIENVENU B,CFRANOWM,0,1
BIENVENU B,STEPHENS,70,606
BIFFERT M,FAHN,52,93
BIFFERT M,GOLDMAN,0,3
BIGGAR S,ARGUS,51,0
BIGGS S,ZACKSINV,4,15
BIJOU C,CANTORFZ,28,78
BIJOU C,MERRILL,15,64
BIJOU C,WHEAT,7,8
BILERMAN M,CFRANOWM,0,1
BILERMAN M,STEPHENS,0,1
BILIOURIS K,BURNS,23,40
BILKOSKI A,TDSI,43,173
BILLER F,LBBW,2,0
BILLING S,HAGSTRM,2,0
BILLINGSLEY K,BGBSEC,24,73
BILLINGSLEY K,POINT,55,183
BILLINGSLEY K,SIGNALHI,15,2
BILLOU N,VERISEAR,7,1
BILODEAU J,MACQUARI,8,0
BILODEAU J,TDSI,5,0
BILUK D,WOODGUND,1,0
BINDER D,JEFFEREG,71,679
BINETTI M,EVERCO,21,42
BINETTI M,FBOSTON,54,519
BINGHAM D,GOLDMAN,54,222
BINNER R,FRIEDMAN,142,774
BINNS V,MERRILL,7,12
BIR P,MCLEOD,4,0
BIR P,RBCDOMIN,0,1
BIRCHENOUGH J,BURNS,60,124
BIRCHENOUGH J,FRCLAYSC,71,159
BIRCHENOUGH J,GKM,93,190
BIRCHENOUGH J,LEHMAN,5,40
BIRCHENOUGH J,WHEAT,168,378
BIRD W,FRIEDMAN,32,137
BIRD W,LAZARD,41,59
BIRD W,MERRILL,9,31
BIRKBY S,CARISCO,0,7
BIRLA A,SUMMCAP,1,5
BIRLA/RYAN,SUMMCAP,0,1
BIRNBAUM J,WNDRLICH,17,121
BIS G,GOLDMAN,1,7
BISBEE G,FRCLAYSC,90,434
BISBEE G,LEHMAN,14,68
BISBEE G,MERRILL,36,329
BISBEE G,RBCDOMIN,35,386
BISCHOF A,MRNGSTAR,35,2
BISCHOFBERGER S,BANKVONT,1,2
BISHOP D,DAVIDSON,39,93
BISHOP D,DREXEL,24,38
BISHOP D,FIG,26,179
BISHOP D,GHUNTER,18,50
BISHOP D,HOVDE,12,225
BISHOP D,MCNICOLL,5,3
BISHOP D,STIFEL,41,60
BISHOP M,FRCLAYSC,1,5
BISHOP M,GOLDMAN,6,30
BISHOP M,RBCDOMIN,1,13
BISHOP R,RBCDOMIN,1,0
BISOGNO GUINEA G,SANINVLC,0,2
BISOGNO*/BARB,SANINVLC,1,0
BISOGNO/BARBOSA,SANINVLC,0,2
BISSON A,NORTHRES,6,5
BISSON S,LOOPCAMA,6,12
BISSON S,WHEAT,0,5
BISSON S,WOLFE,0,10
BISZTYGA P,MERRILL,33,143
BITRITTO-GARG N,LAWRENCE,15,18
BITTER F,MAINFRST,1,0
BITTNER B,FAHN,59,329
BIVENS T,BEAR,1,4
BIVENS T,JPMORGAN,28,135
BIZZELL J,STEPHENS,9,44
BIZZOZERO G,ALLARIA,6,22
BIZZOZERO G,SANINVLC,0,1
BJERKE M,ARCTIC,2,2
BLACK A,WEISEL,4,11
BLACK B,EVERCO,7,42
BLACK B,LAWRENCE,22,104
BLACK B,OLMSTEAD,0,1
BLACK J,AVONDALE,25,93
BLACK J,FRCLAYSC,38,164
BLACK J,LEHMAN,4,33
BLACKLEDGE J,FBOSTON,20,65
BLACKLEDGE J,JPMORGAN,1,0
BLACKLEDGE J,OLMSTEAD,0,1
BLACKLEDGE J,PIVOTAL,0,1
BLACKMAN M,CFRANOWM,0,1
BLACKMAN M,LEHMAN,0,1
BLACKMAN M,STIFEL,25,167
BLAESER J,MLGA,48,70
BLAIR B,FAHN,23,226
BLAIR B,ROSSEC,8,11
BLAIR J,ROCHDALS,35,64
BLAIR J,TELSEY,0,60
BLAIR M,DAVIDSON,0,1
BLAIR M,MACQUARI,6,31
BLAIR M,PICKERIN,105,785
BLAKE C,LAURENTI,4,0
BLAKE E,MERRILL,2,18
BLAKEY T,MCDONALD,28,119
BLANC M,SOGENED,1,0
BLANC S,SOGENED,3,12
BLANCHARD C,LAWRENCE,23,116
BLAND E,JANNEY,0,1
BLAND S,JPMORGAN,9,43
BLANKENSHIP C,CFRANOWM,2,30
BLANSETT C,JPMORGAN,46,98
BLANTON A,INGALLS,14,0
BLASCHKE B,MITUSA,62,286
BLASCHKE B,RBCDOMIN,4,16
BLAZEI M,LAKES,20,61
BLEDSOE C,FRCLAYSC,12,14
BLEDSOE C,LEHMAN,6,6
BLEE P,BLAIR,16,0
BLEE/ZACKFIA,BLAIR,0,0
BLEICHER L,NOBE,9,11
BLOCK J,CFRANOWM,0,1
BLOCK J,ROBINSON,52,98
BLOCK J,STIFEL,72,502
BLOGG M,INHENCRO,1,0
BLONDEAU F,CFRANOWM,0,1
BLONDEAU F,DEACON,2,0
BLONDEAU F,EUROPAC,1,0
BLONDEAU F,INDALSEC,1,0
BLONDEAU F,LAURENTI,1,0
BLONDEAU F,POINT,0,1
BLOOMER J,MRNGSTAR,1,4
BLOOMQUIST E,BEREN,1,8
BLOOMQUIST E,JPMORGAN,11,59
BLOSSMAN B,PICKERIN,79,285
BLOSTEIN A,BRILEY,0,1
BLOSTEIN A,CFRANOWM,0,2
BLOSTEIN A,FRIEDMAN,0,0
BLOSTEIN A,GOLDMAN,261,2887
BLUESTONE J,EXANE,2,4
BLUESTONE J,FBOSTON,1,12
BLUESTONE J,MERRILL,14,34
BLUM G,NEEDHAM,12,110
BLUM H,LAWRENCE,0,6
BLUM M,CFRANOWM,0,2
BLUM M,WHEAT,278,725
BLUM S,MERRILL,1,1
BLUME V,RBCDOMIN,1,4
BO P,CHRENUSA,3,3
BOBADE S,DOLATCAP,1,0
BOBOVNIKOVA D,JPMORGAN,9,10
BOCCANFUSO A,GABELLCO,2,0
BOCK J,WHEAT,51,99
BODDY T,GOLDMAN,45,193
BODIN/GOVCIYAN,CDC,0,4
BODINI Z,GABELLCO,8,0
BODINO M,COKERPAL,43,57
BODINO M,GHUNTER,72,86
BODINO M,WMJM,110,128
BODNAR E,HCWAIN,33,76
BODNAR P,LONGBOW,29,45
BOEHM S,COMMERBK,3,2
BOEHRINGER D,CLEVELAN,35,25
BOEHRINGER D,EDGEWA,20,8
BOENTE S,LAWRENCE,4,8
BOESCHEN F,RAYMOND,21,103
BOESCHEN/BROW,RAYMOND,2,0
BOESCHEN/BROWN,RAYMOND,0,2
BOGART S,NEEDHAM,3,4
