ANALYST,TICKER,COUNT_RECOM_x,COUNT_RECOM_y
THORNTON M,SCPL,5,13
THORNTON M,STAW,1,3
THORNTON M,TTWO,1,15
THORNTON M,TUBE,3,3
THORNTON M,VPRT,1,6
THORNTON M,WSPI,3,9
THORNTON M,YELP,2,17
THORNTON M,ZNGA,2,9
"THREADGOLD, C D",CMTD,1,0
THRUM A,IFF,1,3
THURMOND M,AA4A,1,5
THURMOND M,AOGI,0,7
THURMOND M,CWEI,3,6
THURMOND M,KOGG,1,5
THURMOND M,PETD,0,8
THURMOND M,WRES,0,6
TIAMPO M,CBAM,1,3
TIAMPO M,CDXS,1,4
TIAMPO M,HAE,0,10
TIAMPO M,IZEA,1,3
TIAMPO M,LGND,0,5
TIAMPO M,RGEN,1,4
TIAN D,CISG,0,6
TIAN D,NOAH,1,4
TIAN L,FHL,1,0
TIAN M,ACI,11,2
TIAN M,ANRI,13,0
TIAN M,CLDD,6,0
TIAN M,CNX,8,1
TIAN M,FLR,3,2
TIAN M,FLR1,3,1
TIAN M,JEC,1,1
TIAN M,PEAB,5,2
TIAN T,CA1S,0,1
TIAN T,CBNI,1,3
TIAN T,CHNQ,3,1
TIAN T,CHNT,1,1
TIAN T,HQSM,0,1
TIAN T,HSFT,1,2
TIAN T,IDI,1,0
TIAN T,ISFT,1,1
TIAN T,MLQT,1,2
TIAN T,NBTE,0,5
TIAN T,SAUP,1,0
TIAN T,VITS,1,1
TIAN T,ZOOM,1,1
TIAN T,ZXZX,1,0
TIANELLO A,CROX,1,8
TIANELLO A,ONON,1,0
TIANELLO A,SHOO,1,3
TIANO S,02J8,2,1
TIANO S,ADM,0,5
TIANO S,ATR,1,1
TIANO S,BERY,1,7
TIANO S,BG3,1,6
TIANO S,BLL,1,0
TIANO S,BMS,0,2
TIANO S,CCK,1,7
TIANO S,CEPU,1,2
TIANO S,EMN,0,3
TIANO S,GPRE,1,7
TIANO S,HUCR,0,1
TIANO S,IFF,0,2
TIANO S,OI1,2,1
TIANO S,SEE,2,6
TIANO S,SLGN,2,6
TIANO S,SONO,5,6
TIBERIO T,ADM,7,20
TIBERIO T,BG3,6,23
TIBERIO T,BHM,1,0
TIBERIO T,CAGC,3,7
TIBERIO T,CFF,8,24
TIBERIO T,COF1,9,29
TIBERIO T,DAC,1,1
TIBERIO T,DCOV,1,2
TIBERIO T,DRYS,1,0
TIBERIO T,ESEA,1,1
TIBERIO T,FREQ,1,2
TIBERIO T,GSAS,1,0
TIBERIO T,HUBG,1,0
TIBERIO T,ISHU,2,1
TIBERIO T,MONN,7,13
TIBERIO T,OCNF,1,2
TIBERIO T,OME,1,2
TIBERIO T,PDGC,9,9
TIBERIO T,POT1,4,15
TIBERIO T,QMAR,1,0
TIBERIO T,SEEA,3,9
TIBERIO T,SFDS,4,5
TIBERIO T,SQM,8,18
TIBERIO T,SSWN,1,2
TIBERIO T,STKL,7,18
TIBERIO T,TAA,1,0
TIBERIO T,TYSN,4,17
TIBERIO T,X050,6,14
TIBERIO T,YGYB,1,6
TIBERIO T,ZHNP,2,7
TIEU M,LEPT,1,1
TIEU M,TBYH,1,0
TIEU M,TRGI,1,1
TIEU M,UPFS,0,1
TILCHEN J,03PU,2,4
TILCHEN J,ISOS,2,2
TILCHEN J,MCAC,1,8
TILCHEN J,PENN,2,6
TILCHEN J,RBLX,2,5
TILCHEN J,SKLZ,1,2
TILGHMAN R,BBUY,3,0
TILGHMAN R,BCC,1,0
TILGHMAN R,CONN,1,0
TILGHMAN R,EBY1,1,0
TILGHMAN R,GME,1,0
TILGHMAN R,HGG,2,0
TILGHMAN R,ODEP,1,0
TILGHMAN R,SPLS,2,0
TILGHMAN R,TAN,1,0
TILGHMAN R,VOX,1,0
TILGHMAN S,AMZN,5,24
TILGHMAN S,BBUY,3,21
TILGHMAN S,BCC,3,8
TILGHMAN S,BLNI,1,3
TILGHMAN S,CC,1,1
TILGHMAN S,CONN,5,20
TILGHMAN S,EBY1,1,9
TILGHMAN S,GME,4,14
TILGHMAN S,HGG,5,22
TILGHMAN S,MAL2,1,1
TILGHMAN S,ODEP,5,9
TILGHMAN S,OSTK,2,4
TILGHMAN S,PCCC,1,5
TILGHMAN S,PFSW,2,4
TILGHMAN S,PYPLV,1,1
TILGHMAN S,SPLS,3,12
TILGHMAN S,TAN,2,10
TILGHMAN S,VOX,3,8
TILLERY J,AEL,3,0
TILLERY J,BSA,2,0
TILLERY J,CRBO,5,0
TILLERY J,CRON,1,0
TILLERY J,FET,2,0
TILLERY J,FIFI,2,0
TILLERY J,HERO,1,0
TILLERY J,ICD,2,0
TILLERY J,KBR,1,0
TILLERY J,LFKN,3,0
TILLERY J,OCER,2,0
TILLERY J,OIS,4,0
TILLERY J,PD2,1,0
TILLERY J,RDC,1,0
TILLERY J,TMI,2,0
TILLERY J,YNK,2,0
TILLETT C,00DL,1,7
TILLETT C,01KO,2,15
TILLETT C,ALTM,3,10
TILLETT C,CNNX,2,11
TILLETT C,DPM,5,22
TILLETT C,ENBL,3,12
TILLETT C,EQGP,0,3
TILLETT C,EQMZ,2,14
TILLETT C,ETRN,3,12
TILLETT C,GEL1,0,2
TILLETT C,GLP,1,2
TILLETT C,NBLX,1,16
TILLETT C,NRGY,3,21
TILLETT C,RTLR,2,9
TILLETT C,SMLP,1,18
TILLETT C,SMP,0,1
TILLETT C,SUSP,1,5
TILLETT C,UDL,0,3
TILLETT C,WEG,1,3
TILLETT C,WES,1,8
TILLETT C,WGPN,3,21
TILLMAN T,002G,0,1
TILLMAN T,002J,3,29
TILLMAN T,002L,0,7
TILLMAN T,00QG,2,32
TILLMAN T,00XB,5,15
TILLMAN T,01A9,3,17
TILLMAN T,01MI,5,12
TILLMAN T,024S,2,7
TILLMAN T,02B6,2,13
TILLMAN T,02BO,2,16
TILLMAN T,03F4,2,9
TILLMAN T,03G9,1,7
TILLMAN T,03LY,1,6
TILLMAN T,03NP,1,2
TILLMAN T,03O1,1,4
TILLMAN T,03SG,2,3
TILLMAN T,AVID,2,2
TILLMAN T,BBBB,7,14
TILLMAN T,BCOV,1,3
TILLMAN T,BIGC,3,10
TILLMAN T,BL,3,10
TILLMAN T,BLND,2,5
TILLMAN T,BNFT,1,4
TILLMAN T,CNQR,1,0
TILLMAN T,CRMN,4,32
TILLMAN T,CRWD,1,1
TILLMAN T,CTCT,1,3
TILLMAN T,DMAN,5,9
TILLMAN T,DWRZ,1,9
TILLMAN T,ECOM,1,6
TILLMAN T,ETGT,1,0
TILLMAN T,EVBG,3,25
TILLMAN T,FIVN,3,20
TILLMAN T,HUBS,3,34
TILLMAN T,INNN,0,2
TILLMAN T,KNXA,3,2
TILLMAN T,KVYO,1,0
TILLMAN T,LPSN,0,1
TILLMAN T,MANH,10,50
TILLMAN T,MCRS,1,13
TILLMAN T,MCST,5,0
TILLMAN T,MDLA,2,6
TILLMAN T,MIME,1,8
TILLMAN T,MIXT,1,3
TILLMAN T,MKTO,2,8
TILLMAN T,MODN,3,6
TILLMAN T,NCNO,1,8
TILLMAN T,NK,3,0
TILLMAN T,NOVL,0,1
TILLMAN T,OKTA,2,9
TILLMAN T,OLO,1,8
TILLMAN T,PSQL,0,1
TILLMAN T,PYCR,1,8
TILLMAN T,QTWO,4,24
TILLMAN T,RAD1,3,15
TILLMAN T,RNGN,2,30
TILLMAN T,RNOW,5,12
TILLMAN T,ROPR,1,4
TILLMAN T,RSKD,1,6
TILLMAN T,SFSF,5,16
TILLMAN T,SMAR,1,11
TILLMAN T,SQI,1,9
TILLMAN T,SSCN,3,18
TILLMAN T,SYBS,3,8
TILLMAN T,TNGO,0,8
TILLMAN T,TYL,1,5
TILLMAN T,UDMY,1,5
TILLMAN T,ULTI,5,21
TILLMAN T,UNCP,0,1
TILLMAN T,UPLD,2,27
TILLMAN T,USER,1,3
TILLMAN T,VOCS,2,16
TILLMAN T,WK,1,23
TILLMAN T,XM,2,6
TILLMAN T,ZI,2,9
TILLMAN/LEMUS,BCOV,2,3
TILLMAN/LEMUS,ETGT,2,1
TILLMAN/LEMUS,SQI,1,2
TILLMAN/LEMUS,TNGO,1,1
TILLMAN/PETER,002G,1,0
TILLMAN/PETER,002J,1,0
TILLMAN/PETER,002L,1,0
TILLMAN/PETER,00I0,1,0
TILLMAN/PETER,00QG,1,0
TILLMAN/PETER,ECOM,1,0
TILLMAN/PETER,HUBS,1,0
TILLMAN/PETER,MANH,2,0
TILLMAN/PETER,RNGN,1,0
TILLMAN/PETER,TNGO,1,0
TILLMAN/PETER,UPLD,1,0
TILLMAN/PETER,WK,1,0
TILLMAN/PETERSON,002G,0,5
TILLMAN/PETERSON,002J,0,4
TILLMAN/PETERSON,002L,0,5
TILLMAN/PETERSON,01A9,0,1
TILLMAN/PETERSON,BL,0,1
TILLMAN/PETERSON,BNFT,0,1
TILLMAN/PETERSON,CRMN,0,1
TILLMAN/PETERSON,DWRZ,0,3
TILLMAN/PETERSON,ECOM,0,1
TILLMAN/PETERSON,EVBG,0,1
TILLMAN/PETERSON,HUBS,0,2
TILLMAN/PETERSON,MANH,0,7
TILLMAN/PETERSON,MIXT,0,2
TILLMAN/PETERSON,MKTO,0,1
TILLMAN/PETERSON,QTWO,0,5
TILLMAN/PETERSON,RNGN,0,2
TILLMAN/PETERSON,SQI,0,3
TILLMAN/PETERSON,ULTI,0,4
TILLMAN/PETERSON,UPLD,0,2
TILLMAN/PETERSON,WK,0,1
TILTON J,00BG,2,21
TILTON J,00T2,3,14
TILTON J,01VQ,0,4
TILTON J,01WG,3,8
TILTON J,0329,1,3
TILTON J,032Q,1,1
TILTON J,038K,0,1
TILTON J,03G0,0,4
TILTON J,03LX,1,13
TILTON J,ACAD,0,3
TILTON J,ANSS,1,2
TILTON J,CHKP,1,4
TILTON J,CRWD,3,8
TILTON J,ECAD,0,9
TILTON J,FSCT,2,4
TILTON J,KNBE,2,6
TILTON J,MIME,1,6
TILTON J,OKTA,1,15
TILTON J,PLLO,1,9
TILTON J,PMTC,0,2
TILTON J,QLYS,4,14
TILTON J,RBLX,0,4
TILTON J,RDWR,1,5
TILTON J,SNPS,0,10
TILTON J,SPLZ,3,12
TILTON J,TENB,4,17
TILTON J,VRNS,4,10
TILTON J,VRSS/1,0,1
TILTON J,ZS,4,26
TIMASHEV L,00XR,1,1
TIMASHEV L,03TL,1,1
TIMASHEV L,BBMO,1,1
TIMASHEV L,DSGN,2,6
TIMASHEV L,EWTX,1,3
TIMASHEV L,LEGN,1,5
TIMASHEV L,NAMS,1,0
TIMMONS E,CHCO,2,3
TIMMONS E,COBZ,3,1
TIMMONS E,CTYN,4,10
TIMMONS E,CVB,5,4
TIMMONS E,ELY,1,1
TIMMONS E,EPIK,1,0
TIMMONS E,FCAL,2,3
TIMMONS E,FCBP,5,4
TIMMONS E,FIFB,2,1
TIMMONS E,FPTB,1,2
TIMMONS E,INNO,1,1
TIMMONS E,LFCO,3,3
TIMMONS E,MTXC,2,2
TIMMONS E,OXM,1,3
TIMMONS E,PRSP,2,3
TIMMONS E,SBIB,4,5
TIMMONS E,SIVB,4,4
TIMMONS E,SQLF,1,1
TIMMONS E,SUPI,1,1
TIMMONS E,TCBI,2,3
TIMMONS E,UBSI,1,0
TIMMONS E,WALN,2,2
TIMMONS E,WSAM,6,9
TIMMONS E,WSBC,1,0
TIMMONS E,ZION,8,6
TINDLE A,00RZ,2,16
TINDLE A,00T2,1,11
TINDLE A,00YT,1,0
TINDLE A,0288,3,3
TINDLE A,028A,2,7
TINDLE A,02MI,1,0
TINDLE A,03LX,1,5
TINDLE A,ABST,1,6
TINDLE A,ARW,3,6
TINDLE A,AVT,0,13
TINDLE A,CDW,3,13
TINDLE A,CHKP,4,5
TINDLE A,CRWD,1,1
TINDLE A,CTRZ,2,2
TINDLE A,CVON,1,0
TINDLE A,DDOG,1,9
TINDLE A,FLEX,1,2
TINDLE A,FTNT,1,14
TINDLE A,GTLB,1,0
TINDLE A,JBIL,1,11
TINDLE A,MOT,1,18
TINDLE A,NEWR,2,4
TINDLE A,NSIT,2,0
TINDLE A,NTGE,1,22
TINDLE A,OKTA,3,3
TINDLE A,PING,2,4
TINDLE A,PLLO,3,10
TINDLE A,PLUS,1,0
TINDLE A,SCSC,0,17
TINDLE A,SNPO,1,4
TINDLE A,SPLZ,1,0
TINDLE A,SYX,1,19
TINGA D,PHI,1,5
TINKER J,020K,2,0
TINKER J,AMCV,3,6
TINKER J,BKS,5,7
TINKER J,CDL,1,0
TINKER J,CDPD,1,13
TINKER J,CMCS,1,7
TINKER J,CMIK,1,9
TINKER J,CVC,0,2
TINKER J,DCIN,1,1
TINKER J,DDMG,2,1
TINKER J,HMTV,1,2
TINKER J,HSWI,1,1
TINKER J,LCAP,3,8
TINKER J,LMCA,4,10
TINKER J,LMCA/3,2,0
TINKER J,LMCA/5,3,0
TINKER J,LMDI,1,4
TINKER J,LYV,3,13
TINKER J,MMYT,1,4
TINKER J,MNCT,1,0
TINKER J,MSGE,1,0
TINKER J,MSGN,7,10
TINKER J,PPPP,5,4
TINKER J,RRST,1,3
TINKER J,SFXU,2,1
TINKER J,TV1,1,4
TINKER J,VIA,3,0
TINKER J,VIAB,1,9
TINKER J,VRNG,1,4
TIRON C,HEPS,1,0
TIRON C,HHR,3,0
TIRON C,MBT,4,9
TIRON C,MICC,2,2
TIRON C,NPSN,1,13
TIRON C,PROSY,1,11
TIRON C,TKC,5,30
TIRON C,VIPW,10,26
TIRON C,YNDX,3,0
TISCARENO C,BP,1,1
TISHCHENKO N,AMAT,1,3
TISHCHENKO N,ARWR,1,0
TISHCHENKO N,CMOS,1,2
TISHCHENKO N,CYMI,1,5
TISHCHENKO N,FEIC,1,2
TISHCHENKO N,FORX,1,1
TISHCHENKO N,KLAC,3,6
TISHCHENKO N,LRCX,1,5
TISHCHENKO N,NANX,0,1
TISHCHENKO N,NVLS,1,6
TISHCHENKO N,PMIS,0,2
TISHCHENKO N,TER,1,4
TISHCHENKO N,VECO,0,1
TISHCHENKO N,VRGY,1,2
TISHCHENKO N,VSEA,3,3
TISS J,010U,1,7
TISS J,AGCO,10,38
TISS J,AIMC,1,6
TISS J,BLBD,1,3
TISS J,BUCY,3,2
TISS J,CAT,10,44
TISS J,CSL,5,29
TISS J,CUM,8,50
TISS J,DE,10,41
TISS J,FENX,1,4
TISS J,HAYW,1,2
TISS J,HR,8,23
TISS J,IR,2,16
TISS J,ITW,9,53
TISS J,JBT,2,15
TISS J,JOYG,10,22
TISS J,KMT,8,41
TISS J,LABL,2,12
TISS J,MANT,5,11
TISS J,MBY,8,38
TISS J,MWAI,3,3
TISS J,PCAR,11,38
TISS J,PH,10,51
TISS J,REVG,4,11
TISS J,RRR,3,9
TISS J,RUSH,4,29
TISS J,RYI,4,19
TISS J,TERX,9,33
TISS J,URI1,2,2
TISS J,WBCK,3,26
TISS J,WNC1,3,26
TITCHMARSH K,00VC,2,2
TITCHMARSH K,02X1,1,1
TITCHMARSH K,03ND,2,5
TITCHMARSH K,AXNX,3,2
TITCHMARSH K,EMBC,1,4
TITCHMARSH K,IRTC,1,2
TITCHMARSH K,NVRO,1,3
TIWANA A,JRCC,1,0
TIWANA A,PCX,1,0
TIWANA A,PEAB,3,2
TIWANA A,TRX,1,3
TIWANA A,WLTR,1,0
TIWARI A,DURD,5,6
TO A,AMGN,2,2
TO A,CNVZ,1,3
TO A,CRXX,1,3
TO A,DNA,0,5
TO A,EXEL,2,1
TO A,GENZ,2,4
TO A,GIL1,1,2
TO A,IDPH,1,3
TO A,ISIP,3,4
TO A,ITMN,2,4
TO A,KOSN,1,1
TO A,LEVP,0,1
TO A,MEDX,2,1
TO A,ONXX,1,2
TO A,VPHM,4,4
TO A,VRUS,3,4
TO A,ZGEN,1,2
TOBIAS E,PACD,0,1
TOBIN C,AHH,1,0
TOBIN C,AMSC,2,0
TOBIN C,ATNH,5,0
TOBIN C,CERN,1,0
TOBIN C,CPSI,3,0
TOBIN C,CPTE,1,0
TOBIN C,EFM,1,0
TOBIN C,EMM,1,0
TOBIN C,GNRC,1,0
TOBIN C,HLT1,1,0
TOBIN C,HMSY,1,0
TOBIN C,INFC,1,0
TOBIN C,MCRS,1,0
TOBIN C,MDRX,2,0
TOBIN C,MRGE,1,0
TOBIN C,PROJ,3,0
TOBIN C,QSII,2,0
TOBIN C,SPWR,3,0
TOBIN C,TRMB,2,0
TOBIN C,TYL,2,0
TOBIN C,WBMD,2,0
TOBIN J,ALDW,1,3
TOBIN J,CVEN,1,3
TOBIN J,CVRR,0,8
TOBIN J,DKDK,1,11
TOBIN J,HOC,2,10
TOBIN J,MPCW,1,3
TOBIN J,PBFF,2,9
TOBIN J,PSXX,1,2
TOBIN J,TSO,1,6
TOBIN J,VLO,2,8
TOBIN M,ADTK,1,2
TOBIN M,AJKM,5,7
TOBIN M,APWH,2,7
TOBIN M,ARGN,1,2
TOBIN M,BNZE,2,4
TOBIN M,CBBT,5,8
TOBIN M,CHDR,3,6
TOBIN M,CHNG,2,1
TOBIN M,CHNT,1,2
TOBIN M,CPIA,0,2
TOBIN M,DYP,4,2
TOBIN M,FLOW,1,4
TOBIN M,FRMM,1,3
TOBIN M,FSIN,2,2
TOBIN M,GEGG,0,3
TOBIN M,GHM,2,2
TOBIN M,GSES,1,9
TOBIN M,HEK,1,2
TOBIN M,HLSY,10,17
TOBIN M,HRBN,1,1
TOBIN M,IIMG,2,2
TOBIN M,JST,2,15
TOBIN M,LUM1,1,3
TOBIN M,MGAS,2,3
TOBIN M,MPAA,1,1
TOBIN M,MXWL,1,5
TOBIN M,NOAH,0,1
TOBIN M,OPAI,2,3
TOBIN M,SAUP,0,7
TOBIN M,SMTP,1,1
TOBIN M,SXI,1,3
TOBIN M,TFT,1,3
TOBIN M,TRGI,2,4
TOBIN M,TRSA,1,4
TOBIN M,TRSN,2,8
TOBIN M,UPFS,1,3
TOBIN M,VCCC,1,7
TOBIN M,WMDG,0,3
TOBIN M,XRM,1,3
TOBIN/HOSS,ARGN,1,2
TOBIN/HOSS,BRTW,0,2
TOBIN/HOSS,CBBT,0,2
TOBIN/HOSS,FLOW,0,1
TOBIN/HOSS,FTEK,1,3
TOBIN/HOSS,MGAS,0,2
TOBIN/HOSS,MXWL,0,1
TOBIN/HOSS,TRGI,1,6
TODARO J,03E9,1,9
TODARO J,03Z2,1,3
TODARO J,04F0,1,3
TODARO J,APNB,1,5
TODARO J,FLST,1,7
TODARO J,HOOD,1,0
TODARO J,MARA,1,0
TODD P,LEN,1,0
TODD P,TOLL,1,0
TODD R,00A5,1,3
TODD R,ACTD,1,7
TODD R,AHC,3,53
TODD R,APA,0,22
TODD R,APC,3,18
TODD R,BBGC,1,12
TODD R,BEXP,1,3
TODD R,BP,4,22
TODD R,CHV,4,39
TODD R,CIEE,1,37
TODD R,CLNE,1,6
TODD R,CLRS,2,17
TODD R,COG1,0,5
TODD R,CSPK,0,1
TODD R,CXO,3,40
TODD R,DAR,1,18
TODD R,DKDK,5,45
TODD R,DPTR,1,19
TODD R,DVN,0,24
TODD R,EOG,2,23
TODD R,EQT,0,3
TODD R,FANG,0,11
TODD R,HOC,4,46
TODD R,KOGG,1,3
TODD R,KOSA,2,19
TODD R,MARY,2,17
TODD R,MPCW,2,50
TODD R,MRO1,1,28
TODD R,MUR,2,30
TODD R,NBL,3,21
TODD R,NFX,0,3
TODD R,OASS,5,27
TODD R,OXY,7,48
TODD R,P,2,38
TODD R,PBFF,4,39
TODD R,PDP,1,21
TODD R,PPC,1,8
TODD R,PRNT,2,8
TODD R,PSXX,5,51
TODD R,QEP,1,1
TODD R,RD,2,21
TODD R,REGZ,0,9
TODD R,SDS,1,8
TODD R,TOT,2,24
TODD R,TSO,3,23
TODD R,VLO,5,50
TODD R,VNOM,0,5
TODD R,WLL,1,12
TODD R,XEC,1,32
TODD R,XON,3,38
TODOROV N,APH1,1,0
TODOROV N,ARW,3,1
TODOROV N,AVT,3,10
TODOROV N,COHR,2,1
TODOROV N,DRAM,1,15
TODOROV N,GRMN,1,0
TODOROV N,HPEWI,1,0
TODOROV N,LFUS,1,0
TODOROV N,MCHP,2,3
TODOROV N,NTAP,2,6
TODOROV N,ONNN,1,0
TODOROV N,STHB,2,0
TODOROV N,TELW,2,0
TODOROV N,TXN,3,2
TODOROV N,WDC,1,19
TOENNESSEN S,EMR,2,5
TOENNESSEN S,ROK,1,5
TOGO JENSEN D,VLCC,1,1
TOGUT D,0041,5,14
TOGUT D,00S9,4,34
TOGUT D,00VP,2,8
TOGUT D,02XN,1,18
TOGUT D,03L8,1,7
TOGUT D,AA1N,0,11
TOGUT D,ACNT,3,45
TOGUT D,ASD1,3,17
TOGUT D,AUD,8,44
TOGUT D,AXP,2,22
TOGUT D,BBFS,4,41
TOGUT D,CEY,6,64
TOGUT D,CTSH,4,38
TOGUT D,DST,6,28
TOGUT D,EFX,7,51
TOGUT D,EXPG,5,9
TOGUT D,FISV,6,46
TOGUT D,FLTT,5,43
TOGUT D,FTAC,1,4
TOGUT D,GPN,6,53
TOGUT D,INTU,6,16
TOGUT D,JKHY,7,36
TOGUT D,KD,2,11
TOGUT D,MAAA,4,69
TOGUT D,MXB,2,14
TOGUT D,PAYX,3,28
TOGUT D,PSFE,2,10
TOGUT D,PYPLV,3,38
TOGUT D,SQ,2,16
TOGUT D,SSCN,0,1
TOGUT D,TSYS,5,25
TOGUT D,TVPT,3,12
TOGUT D,ULTI,1,2
TOGUT D,VISA,3,53
TOGUT D,VNTW,3,30
TOGUT D,VRSK,6,43
TOGUT D,WTSZ,4,6
TOGUT D,WUN,5,19
TOGUT D,WXS,3,54
TOLENTINO R,ENSL,1,1
TOMA L,ARIS,1,2
TOMA L,SMTP,1,2
TOMA L,TISG,1,6
TOMASELLO R,00NO,2,18
TOMASELLO R,037M,2,13
TOMASELLO R,037S,3,16
TOMASELLO R,03SM,1,10
TOMASELLO R,APPF,1,15
TOMASELLO R,BLND,3,13
TOMASELLO R,OPAD,2,11
TOMASELLO R,RIGX,1,22
TOMASELLO R,RPP,2,8
TOMASELLO R,TREK,1,14
TOMASELLO R,TSIA,2,5
TOMASSI G,AMXL,15,32
TOMASSI G,GLOB,2,4
TOMASSI G,TMX,5,9
TOMASSI G,TND,0,2
TOMASSI G,TSPM,0,1
TOMASSI G,TV1,16,22
TOMAZ H,02S5,1,0
TOMCZYK A,02M4,1,1
TOMCZYK A,AEL,1,2
TOMCZYK A,AZP,2,2
TOMCZYK A,BHI1,1,1
TOMCZYK A,CLNP,1,1
TOMCZYK A,CMS,1,1
TOMCZYK A,EGAS,1,1
TOMCZYK A,EQT,1,1
TOMCZYK A,EWBC,1,2
TOMCZYK A,HOU,1,1
TOMCZYK A,KAN,1,1
TOMCZYK A,MDU,2,1
TOMCZYK A,MPL,1,1
TOMCZYK A,NFE,1,1
TOMCZYK A,NI,1,1
TOMCZYK A,PTEN,1,2
TOMCZYK A,REGZ,1,1
TOMCZYK A,SLB,1,1
TOMCZYK A,UEP,1,1
TOMCZYK A,UGI,0,1
TOMCZYK A,WPL,1,1
TOMITA V,AMXL,1,7
TOMITA V,LILA,1,5
TOMITA V,LILA/1,0,5
TOMITA V,TSPM,1,6
TOMITA V,TSU,1,6
TOMITA V,TV1,1,5
TOMKINS R,IFF,1,3
TOMLINSON N,HUB1,0,1
TOMLJENOVIC D,INF1,1,1
TOMPKINS D,BBRG,1,4
TOMPKINS D,BOBE,1,6
TOMPKINS D,BWLD,3,8
TOMPKINS D,CAK1,0,8
TOMPKINS D,CHGO,0,9
TOMPKINS D,CHLI,1,7
TOMPKINS D,CPKI,1,4
TOMPKINS D,IHOP,4,4
TOMPKINS D,PFCB,0,6
TOMPKINS D,RRGB,1,9
TOMPKINS D,TXRH,0,8
TOMS A,ELXX,0,4
TOMS A,SIEB,5,7
TOMS A,SKFR,0,2
TOMS A,SMGY,4,13
TOMS A,SNAB,0,1
TOMS D,KFXO,2,0
TONDI F,CBKX,2,0
TONER M,032A,1,0
TONER M,036Y,1,0
TONET J,0079,2,8
TONET J,00CB,2,11
TONET J,00DL,2,18
TONET J,01KO,3,20
TONET J,03UL,0,6
TONET J,04QK,1,2
TONET J,AEP,0,27
TONET J,ALTM,1,6
TONET J,APL1,2,2
TONET J,APU,3,12
TONET J,ARP,1,3
TONET J,BBEP,2,3
TONET J,BPL,2,30
TONET J,BPMP,5,9
TONET J,BWL,4,20
TONET J,CASU,3,18
TONET J,CHEX,4,38
TONET J,CHKM,3,12
TONET J,CLTM,1,5
TONET J,CMS,0,27
TONET J,CNNX,4,22
TONET J,CPGX,1,2
TONET J,CPNO,1,1
TONET J,CPPL,2,4
TONET J,CQHA,3,4
TONET J,CQP,3,37
TONET J,CVRR,1,7
TONET J,D,2,31
TONET J,DPM,3,45
TONET J,DTE,2,31
TONET J,DTMWI,2,16
TONET J,DUK,0,26
TONET J,ED,0,30
TONET J,EE,1,4
TONET J,EGAS,0,9
TONET J,EMES,1,2
TONET J,ENBL,3,16
TONET J,ENLC,3,24
TONET J,ENP,1,10
TONET J,EPB,3,10
TONET J,EPD,1,48
TONET J,EQGP,2,12
TONET J,EQMZ,2,35
TONET J,ETL,3,26
TONET J,ETRN,1,15
TONET J,EVEP,2,7
TONET J,FGP,8,9
TONET J,FPL,0,27
TONET J,GLP,4,19
TONET J,GSJK,2,12
TONET J,HANO,0,4
TONET J,HEPL,3,14
TONET J,HESM,3,19
TONET J,HOU,3,32
TONET J,HPP,4,19
TONET J,IPL2,1,0
TONET J,KMI,3,42
TONET J,LGCY,2,3
TONET J,LHP,3,21
TONET J,LIEN,3,7
TONET J,LNCO,3,7
TONET J,MCQC,2,22
TONET J,MEMP,3,3
TONET J,MEPP,3,9
TONET J,MPLZ,3,48
TONET J,MSU,0,29
TONET J,MWP,2,12
TONET J,NBLX,2,16
TONET J,NBP,3,23
TONET J,NGLS,2,21
TONET J,NI,2,2
TONET J,NRGM,2,7
TONET J,NRGY,6,31
TONET J,NSP,1,26
TONET J,NTIZ,1,5
TONET J,NU,0,31
TONET J,NWPS,0,5
TONET J,OEC,0,25
TONET J,OILT,2,0
TONET J,OKE,7,60
TONET J,OLDB,0,1
TONET J,OMP,2,7
TONET J,PAPG,4,42
TONET J,PCG,0,15
TONET J,PE,2,27
TONET J,PEG,1,31
TONET J,PIPE,4,53
TONET J,PSXP,2,27
TONET J,PVR,1,1
TONET J,QEPM,2,2
TONET J,QRE,2,3
TONET J,RGNC,2,7
TONET J,ROYT,2,6
TONET J,RTLR,1,6
TONET J,SCE,0,31
TONET J,SDO,2,27
TONET J,SHLX,4,18
TONET J,SO,0,28
TONET J,SPEP,4,23
TONET J,SPH,4,15
TONET J,SRLP,4,12
TONET J,SUSP,1,3
TONET J,SXCP,1,2
TONET J,SXEE,2,5
TONET J,SXL,1,18
TONET J,TCLP,7,34
TONET J,TLLP,4,32
TONET J,TRGG,3,73
TONET J,UCLP,1,5
TONET J,UDL,6,44
TONET J,UEP,1,31
TONET J,VLPP,2,18
TONET J,VNR,1,3
TONET J,VTTI,1,8
TONET J,WEG,4,48
TONET J,WES,1,15
TONET J,WGPN,5,35
TONET J,WMB,4,51
TONET J,WPC,1,30
TONET J,WPZ,2,12
TONET J,XTEX,2,10
TONG A,JOBS,1,0
TONG A,NVDA,0,8
TONG A,SMIC,1,3
TONG A,YOKU,1,0
TONG C,NOAH,1,0
TONG G,007X,5,28
TONG G,00S9,2,20
TONG G,01ZB,2,18
TONG G,02I8,3,20
TONG G,02YX,1,9
TONG G,03SH,1,14
TONG G,03VI,1,12
TONG G,ABM,0,9
TONG G,ASGN,1,12
TONG G,BAW,4,51
TONG G,BCMP,4,38
TONG G,BRHZ,3,31
TONG G,BV,3,20
TONG G,BVIC,0,1
TONG G,CISN,2,3
